"geoid","neighborhood_name","total_pop","assault_index","burglary_index","assault_pc","burglary_pc"
"48085030524","West McKinney",2432,46,61,1891.45,2508.22
"48085030525","Stonebridge Ranch",6426,18,22,280.112,342.359
"48085030526","Stonebridge Ranch",8917,54,55,605.585,616.799
"48085030527","Stonebridge Ranch",4464,34,44,761.649,985.663
"48085030528","McKinney near Walker Elementary",7889,21,35,266.193,443.656
"48085030529","Stonebridge Ranch",3220,23,34,714.286,1055.9
"48085030530","Stonebridge Ranch",6125,11,27,179.592,440.816
"48085030531","Stonebridge Ranch",5630,16,27,284.192,479.574
"48085030601","Valley Creek",10124,20,42,197.55,414.856
"48085030603","McKinney near Lawson School",7202,40,61,555.401,846.987
"48085030604","McKinney near Courthouse",2862,46,38,1607.27,1327.74
"48085030605","McKinney near Vega Elementary",6868,35,58,509.61,844.496
"48085030701","Central McKinney",3510,50,91,1424.5,2592.59
"48085030702","Central McKinney",4762,75,101,1574.97,2120.96
"48085030801","Central McKinney",3944,51,82,1293.1,2079.11
"48085030802","Central McKinney",5688,67,99,1177.92,1740.51
"48085030900","East McKinney",9532,67,93,702.896,975.661
"48085031001","Lowry Crossing",7518,45,82,598.563,1090.72
"48085031003","Princeton",4266,30,54,703.235,1265.82
"48085031004","Princeton",5829,87,85,1492.54,1458.23
"48085031100","Farmersville - Copeville",9817,83,98,845.472,998.268
"48085031201","Southeast Collin County",5368,43,58,801.043,1080.48
"48085031202","Southeast Collin County",4288,37,51,862.873,1189.37
"48085031308","Wylie",6236,25,47,400.898,753.688
"48085031309","Wylie",9266,44,55,474.854,593.568
"48085031310","Wylie",9750,21,37,215.385,379.487
"48085031311","Wylie",10074,27,41,268.017,406.988
"48085031312","East Plano",6767,14,34,206.886,502.438
"48085031313","Parker",12965,14,16,107.983,123.409
"48085031314","Seis Lago",2533,71,54,2803,2131.86
"48085031315","Murphy",18478,9,21,48.7066,113.649
"48085031316","Breckinridge Park",6440,4,22,62.1118,341.615
"48085031317","Sachse",8636,10,18,115.794,208.43
"48085031405","Allen",19575,21,30,107.28,153.257
"48085031406","Fairview",17374,58,53,333.832,305.054
"48085031407","Lucas",7587,32,50,421.774,659.022
"48085031408","Lucas",3301,7,26,212.057,787.64
"48085031409","East Plano",10761,6,37,55.7569,343.834
"48085031410","Allen",9191,6,30,65.2812,326.406
"48085031411","Parker",5332,4,25,75.0188,468.867
"48085031504","Allen",6808,2,26,29.3772,381.904
"48085031505","Allen",8565,31,31,361.938,361.938
"48085031506","Allen",8335,47,94,563.887,1127.77
"48085031507","Allen",4762,39,52,818.984,1091.98
"48085031508","Allen",6211,64,80,1030.43,1288.04
"48085031611","East Plano",3616,37,72,1023.23,1991.15
"48085031612","East Plano",6189,19,51,306.996,824.043
"48085031613","East Plano",5120,16,43,312.5,839.844
"48085031621","Reflections of Old Shepherd Place",5877,34,84,578.526,1429.3
"48085031622","East Plano",5680,37,61,651.408,1073.94
"48085031623","Pitman Creek North",2569,91,88,3542.23,3425.46
"48085031624","Dallas North Estates",3944,44,75,1115.62,1901.62
"48085031625","River Bend",4475,13,52,290.503,1162.01
"48085031626","East Plano",2470,21,42,850.202,1700.4
"48085031627","Park Boulevard Estates",5154,25,39,485.06,756.694
"48085031628","East Plano",3395,36,52,1060.38,1531.66
"48085031629","East Plano",3758,27,57,718.467,1516.76
"48085031630","North Central Plano",4295,5,31,116.414,721.769
"48085031631","East Plano",4995,31,64,620.621,1281.28
"48085031632","Woods of Sun Creek",5757,25,77,434.254,1337.5
"48085031633","East Plano",3878,6,52,154.719,1340.9
"48085031634","East Plano",3277,25,70,762.893,2136.1
"48085031635","East Plano",4182,54,94,1291.25,2247.73
"48085031636","East Plano",6592,14,50,212.379,758.495
"48085031637","West Plano",6658,3,21,45.0586,315.41
"48085031638","West Plano",7339,3,5,40.8775,68.1292
"48085031639","West Plano",6403,26,46,406.06,718.413
"48085031640","North Central Plano",8005,40,48,499.688,599.625
"48113016517","Duncanville",4142,73,171,1762.43,4128.44
"48085031641","North Central Plano",6644,4,10,60.2047,150.512
"48085031642","North Central Plano",4622,3,17,64.907,367.806
"48085031643","East Plano",4464,11,49,246.416,1097.67
"48085031645","West Plano",2062,13,28,630.456,1357.9
"48085031646","West Plano",5638,15,36,266.052,638.524
"48085031647","Glen Meadows",3110,27,77,868.167,2475.88
"48085031648","West Plano",7710,28,44,363.165,570.687
"48085031649","West Plano",4498,45,75,1000.44,1667.41
"48085031652","West Plano",7436,24,66,322.754,887.574
"48085031653","West Plano",7027,7,41,99.6158,583.464
"48085031654","West Plano",3996,6,17,150.15,425.425
"48085031655","Preston Ridge",4873,29,61,595.116,1251.8
"48085031656","Midway Park",2466,71,85,2879.16,3446.88
"48085031657","West Plano",1957,236,208,12059.3,10628.5
"48085031658","West Plano",4479,137,145,3058.72,3237.33
"48085031659","West Plano",2179,145,100,6654.43,4589.26
"48085031660","West Plano",4161,56,89,1345.83,2138.91
"48085031661","West Plano",2838,20,55,704.722,1937.98
"48085031662","West Plano",5181,7,14,135.109,270.218
"48085031663","West Plano",3501,6,43,171.38,1228.22
"48085031664","West Plano",4128,16,28,387.597,678.295
"48085031704","Bent Tree",3641,62,156,1702.83,4284.54
"48085031706","Bent Tree",2221,12,91,540.297,4097.25
"48085031708","Prestonwood West",3705,68,185,1835.36,4993.25
"48085031709","Prestonwood",4578,30,133,655.308,2905.2
"48085031711","Bent Tree",2962,10,166,337.61,5604.32
"48085031712","Bent Tree",5274,53,180,1004.93,3412.97
"48085031713","Bent Tree",4163,144,216,3459.04,5188.57
"48085031714","Bent Tree",5696,252,184,4424.16,3230.34
"48085031715","Bent Tree",2488,23,133,924.437,5345.66
"48085031716","Bent Tree",2032,62,182,3051.18,8956.69
"48085031717","Prestonwood",2640,62,175,2348.48,6628.79
"48085031718","Prestonwood",2593,22,119,848.438,4589.28
"48085031719","Prestonwood",1753,13,144,741.586,8214.49
"48085031720","Prestonwood",4662,151,183,3238.95,3925.35
"48085031802","East Plano",5816,63,84,1083.22,1444.29
"48085031804","Canyon Creek",3990,60,98,1503.76,2456.14
"48085031805","Spring Creek Preserve area",5320,25,52,469.925,977.444
"48085031806","Canyon Creek",1976,24,81,1214.57,4099.19
"48085031807","East Plano",4997,60,58,1200.72,1160.7
"48085031900","Douglas Community",4557,106,113,2326.09,2479.7
"48085032003","East Plano",5495,78,99,1419.47,1801.64
"48085032004","East Plano",8172,39,65,477.239,795.399
"48085032008","East Plano",4076,26,69,637.88,1692.84
"48085032009","Breckinridge Park",6998,9,53,128.608,757.359
"48085032010","East Plano",4892,21,62,429.272,1267.38
"48085032011","Breckinridge Park",6382,7,39,109.683,611.094
"48085032012","East Plano",4300,38,82,883.721,1906.98
"48085032013","East Plano",5989,40,83,667.891,1385.87
"48113000100","Lakewood",3923,57,121,1452.97,3084.37
"48113000201","Wilshire Heights",2927,62,162,2118.21,5534.68
"48113000202","M Streets",3465,98,193,2828.28,5569.99
"48113000300","M Streets",4243,69,168,1626.21,3959.46
"48113000401","Oak Lawn",5816,84,114,1444.29,1960.11
"48113000404","Oak Lawn",3630,35,94,964.187,2589.53
"48113000405","Oak Lawn",2222,179,190,8055.81,8550.85
"48113000406","Grauwyler Park",7824,215,378,2747.96,4831.29
"48113000500","Oak Lawn",4441,65,132,1463.63,2972.3
"48113000601","Oak Lawn",6450,84,158,1302.33,2449.61
"48113000603","Oak Lawn",4033,85,177,2107.61,4388.79
"48113000605","Oak Lawn",2250,63,117,2800,5200
"48113000606","Turtle Creek (Oak Lawn)",3024,51,106,1686.51,3505.29
"48113000701","Uptown",4559,64,177,1403.82,3882.43
"48113000702","Knox-Henderson",2790,83,187,2974.91,6702.51
"48113000800","Henderson",6656,130,198,1953.12,2974.76
"48113000900","Henderson",4225,163,207,3857.99,4899.41
"48113001001","Vickery Place",1662,91,175,5475.33,10529.5
"48113001002","Lower Greenville & Belmont",2112,97,185,4592.8,8759.47
"48113001101","Lower Greenville & Belmont",3453,109,212,3156.68,6139.59
"48113001102","Lakewood Heights",2541,108,210,4250.29,8264.46
"48113001202","Hollywood Heights/Santa Monica",3468,118,184,3402.54,5305.65
"48113001203","Hollywood Heights/Santa Monica",1599,75,162,4690.43,10131.3
"48113001204","Hollywood Heights/Santa Monica",3069,103,193,3356.14,6288.69
"48113001301","Junius Heights",2393,73,159,3050.56,6644.38
"48113001302","Munger Place",2249,140,194,6224.99,8626.06
"48113001400","Swiss Avenue",3771,129,197,3420.84,5224.08
"48113001502","Peak's Addition",3076,122,185,3966.19,6014.3
"48113001503","Henderson",3291,151,204,4588.27,6198.72
"48113001504","Peak's Addition",2570,172,221,6692.61,8599.22
"48113001600","Bryan Place/Cityplace",4198,233,335,5550.26,7979.99
"48113001701","Downtown Dallas",362,1089,1567,300829,432873
"48113001703","Uptown",3271,152,312,4646.9,9538.37
"48113001704","Uptown",1327,116,198,8741.52,14920.9
"48113001800","Uptown",3654,59,146,1614.67,3995.62
"48113001900","Victory",4873,151,196,3098.71,4022.16
"48113002000","Lake Cliff",5104,108,199,2115.99,3898.9
"48113002100","Downtown Dallas",1706,717,506,42028.1,29660
"48113002200","Deep Ellum",2094,190,266,9073.54,12703
"48113002400","Mount Auburn",3308,103,178,3113.66,5380.89
"48113002500","South Dallas",4592,146,223,3179.44,4856.27
"48113002701","South Dallas",2672,243,297,9094.31,11115.3
"48113002702","South Dallas",1616,235,319,14542.1,19740.1
"48113003101","Downtown Dallas",3004,313,254,10419.4,8455.39
"48113003400","South Dallas",1383,233,279,16847.4,20173.5
"48113003700","Wheatley Place and Bertrand",3249,207,310,6371.19,9541.4
"48113003800","South Dallas",1915,248,327,12950.4,17075.7
"48113003901","South Dallas",1985,254,313,12796,15768.3
"48113003902","South Dallas",1892,184,290,9725.16,15327.7
"48113004000","South Dallas",984,221,298,22459.3,30284.6
"48113004100","East Oak Cliff",979,248,291,25332,29724.2
"48113004201","Kidd Springs",4367,98,194,2244.1,4442.41
"48113004202","West Kessler",2545,65,136,2554.03,5343.81
"48113004300","West Dallas",1885,110,222,5835.54,11777.2
"48113004400","Kessler Park",3426,50,151,1459.43,4407.47
"48113004500","Kessler Plaza",5884,45,160,764.786,2719.24
"48113004600","Winnetka Heights",1551,92,133,5931.66,8575.11
"48113004700","North Oak Cliff",3963,90,171,2271.01,4314.91
"48113004800","Lake Cliff",2619,95,162,3627.34,6185.57
"48113004900","Ewing-Corinth",4306,165,282,3831.86,6549
"48113005000","North Oak Cliff",4511,52,152,1152.74,3369.54
"48113005100","North Oak Cliff",3075,50,169,1626.02,5495.94
"48113005200","North Oak Cliff",4700,65,194,1382.98,4127.66
"48113005300","West Oak Cliff",7358,33,159,448.491,2160.91
"48113005400","Herndon Park",5432,116,248,2135.49,4565.54
"48113005500","East Oak Cliff",3706,148,256,3993.52,6907.72
"48113005600","Beckley/Saner",8179,111,219,1357.13,2677.59
"48113005700","East Oak Cliff",4277,172,289,4021.51,6757.07
"48113005901","Glendale Heights",4877,163,271,3342.22,5556.69
"48113005902","Marsalis Park",4067,157,242,3860.34,5950.33
"48113006001","Wynnewood Heights",4126,65,147,1575.38,3562.77
"48113006002","Central Oak Cliff",5563,266,168,4781.59,3019.95
"48113006100","Central Oak Cliff",4630,133,219,2872.57,4730.02
"48113006200","Wynnewood North",5734,97,209,1691.66,3644.93
"48113006301","Central Oak Cliff",6037,24,131,397.548,2169.95
"48113006302","Elmwood",4385,38,146,866.591,3329.53
"48113006401","West Oak Cliff",2631,34,154,1292.28,5853.29
"48113006402","West Oak Cliff",6042,47,152,777.888,2515.72
"48113006501","West Oak Cliff",6140,56,167,912.052,2719.87
"48113006502","West Oak Cliff",4289,49,164,1142.46,3823.74
"48113006700","West Oak Cliff",7968,39,131,489.458,1644.08
"48113006800","El Tivoli Place",5462,42,155,768.949,2837.79
"48113006900","Stevens Park",3598,100,177,2779.32,4919.4
"48113007101","Greenway Parks/Greenway Crest",2106,100,167,4748.34,7929.72
"48113007102","NorthPark",6173,140,284,2267.94,4600.68
"48113007201","Bachman",8732,91,170,1042.14,1946.86
"48113007202","Bachman",8182,76,160,928.868,1955.51
"48113007301","Devonshire",2049,143,206,6979.01,10053.7
"48113007302","Inwood-Northwest",4799,63,166,1312.77,3459.05
"48113007601","Preston Hollow",1927,22,41,1141.67,2127.66
"48113007604","Preston Hollow",3263,32,59,980.693,1808.15
"48113007605","Preston Hollow",1913,12,36,627.287,1881.86
"48113007700","Preston Hollow East",4758,38,71,798.655,1492.22
"48121020106","Cross Roads",6325,14,53,221.344,837.945
"48113007801","North Dallas",2206,88,151,3989.12,6844.97
"48113007804","Lake Highlands",5465,252,300,4611.16,5489.48
"48113007805","Lake Highlands",3230,85,140,2631.58,4334.37
"48113007809","Lake Highlands",2178,131,184,6014.69,8448.12
"48113007810","Lake Highlands",3578,204,230,5701.51,6428.17
"48113007811","Lake Highlands",5637,253,231,4488.2,4097.92
"48113007812","Lake Highlands",3041,26,107,854.982,3518.58
"48113007815","Vickery Place",4813,162,182,3365.88,3781.43
"48113007818","Vickery Place",5637,239,184,4239.84,3264.15
"48113007819","Vickery Place",2027,389,262,19190.9,12925.5
"48113007820","Woodridge",6119,113,176,1846.71,2876.29
"48113007821","Vickery Meadows",3503,86,135,2455.04,3853.84
"48113007822","Vickery Place",1280,418,291,32656.2,22734.4
"48113007823","Vickery Meadows",1039,239,170,23002.9,16361.9
"48113007824","Lake Highlands",1745,25,68,1432.66,3896.85
"48113007825","Vickery Place",5504,99,163,1798.69,2961.48
"48113007826","Lake Highlands",272,72,109,26470.6,40073.5
"48113007827","Lake Highlands",2384,129,192,5411.07,8053.69
"48113007902","Ridgewood Park",4911,76,153,1547.55,3115.46
"48113007903","Northeast Dallas",1947,109,188,5598.36,9655.88
"48113007906","North Dallas",2483,68,94,2738.62,3785.74
"48113007909","The Village",2096,282,277,13454.2,13215.6
"48113007910","The Village",3166,121,277,3821.86,8749.21
"48113007911","The Village",3071,78,272,2539.89,8857.05
"48113007912","The Village",1773,267,269,15059.2,15172
"48113007913","Mockingbird Station/Greenville Avenue",2553,127,208,4974.54,8147.28
"48113007914","Mockingbird Station/Greenville Avenue",2733,66,145,2414.93,5305.52
"48113008000","Lakewood",6707,44,109,656.031,1625.17
"48113008100","Little Forest Hills",6649,51,143,767.033,2150.7
"48113008200","Lake Park Estates",4199,90,150,2143.37,3572.28
"48113008400","Urbandale/Parkdale",8937,32,166,358.062,1857.45
"48113008500","Buckner Terrace",5540,86,171,1552.35,3086.64
"48113008603","East Oak Cliff",1223,229,289,18724.4,23630.4
"48113008604","East Oak Cliff",3005,276,306,9184.69,10183
"48113008701","East Oak Cliff",4016,237,296,5901.39,7370.52
"48113008703","Exeter Wilhurt",2807,151,283,5379.41,10081.9
"48113008704","East Oak Cliff",3083,222,299,7200.78,9698.35
"48113008705","Highland Hills",1335,226,315,16928.8,23595.5
"48113008801","Cedar Crest Village",2365,135,256,5708.25,10824.5
"48113008802","Deerpath Park",5863,191,298,3257.72,5082.72
"48113008900","Moore Park",3072,201,320,6542.97,10416.7
"48113009000","Pleasant Grove",8437,119,207,1410.45,2453.48
"48113009101","Pleasant Grove",5623,86,183,1529.43,3254.49
"48113009103","Pleasant Grove",4077,77,181,1888.64,4439.54
"48113009104","Pleasant Grove",3969,63,179,1587.3,4509.95
"48113009105","Pleasant Grove",3904,33,134,845.287,3432.38
"48113009201","Pleasant Grove",6744,48,161,711.744,2387.31
"48113009202","Pleasant Grove",5787,38,144,656.644,2488.34
"48113009301","Pleasant Grove",5918,45,165,760.392,2788.1
"48113009303","Pleasant Grove",4005,132,199,3295.88,4968.79
"48113009304","Pleasant Grove",6067,227,267,3741.55,4400.86
"48113009401","Midway Hollow",3739,45,150,1203.53,4011.77
"48113009402","Midway Hollow",2400,53,167,2208.33,6958.33
"48113009500","Walnut Hill",2305,35,92,1518.44,3991.32
"48113009603","North Dallas",4775,69,99,1445.03,2073.3
"48113009604","McShann Estates",4448,75,128,1686.15,2877.7
"48113009605","Westhollow",3454,81,143,2345.11,4140.13
"48113009607","West Dallas",3868,34,91,879.007,2352.64
"48113009608","Westhollow",4051,69,134,1703.28,3307.83
"48113009609","Westhollow",2818,33,73,1171.04,2590.49
"48113009610","Westhollow",5329,288,175,5404.39,3283.92
"48113009611","West Dallas",3411,57,125,1671.06,3664.61
"48113009701","Northwest Dallas",5338,97,162,1817.16,3034.84
"48113009702","Walnut Hill",3029,44,118,1452.62,3895.68
"48113009802","Bachman",6086,35,115,575.09,1889.58
"48113009803","Park Lane",2176,86,175,3952.21,8042.28
"48113009804","Bachman",8633,107,167,1239.43,1934.44
"48113009900","Northwest Dallas",2596,228,375,8782.74,14445.3
"48113010000","Design District",11570,115,121,993.95,1045.81
"48113010101","West Dallas",4784,161,249,3365.38,5204.85
"48113010102","West Dallas",3238,81,182,2501.54,5620.75
"48113010500","West Dallas",3230,99,198,3065.02,6130.03
"48113010601","West Dallas",6053,74,181,1222.53,2990.25
"48113010602","West Dallas",2891,121,218,4185.4,7540.64
"48113010701","West Oak Cliff",4891,66,190,1349.42,3884.69
"48113010703","West Oak Cliff",2773,104,166,3750.45,5986.3
"48113010704","West Oak Cliff",4761,112,207,2352.45,4347.83
"48113010801","West Oak Cliff",10243,49,145,478.375,1415.6
"48113010803","West Oak Cliff",6352,118,182,1857.68,2865.24
"48113010804","West Oak Cliff",4299,288,227,6699.23,5280.3
"48113010805","West Oak Cliff",6479,78,158,1203.89,2438.65
"48113010902","Redbird",6624,360,317,5434.78,4785.63
"48113010903","Redbird",3712,137,215,3690.73,5792.03
"48113010904","Redbird",3426,265,294,7734.97,8581.44
"48113011001","Twin Oaks",6943,120,208,1728.36,2995.82
"48113011002","Glen Oaks",3349,121,199,3613.02,5942.07
"48113011101","Redbird",3779,177,263,4683.78,6959.51
"48113011103","Redbird",3514,97,212,2760.39,6033.01
"48113011104","Polk Terrace",3242,177,254,5459.59,7834.67
"48113011105","Redbird",3596,246,248,6840.93,6896.55
"48113011200","Southeast Oak Cliff",6953,203,279,2919.6,4012.66
"48113011300","Southeast Oak Cliff",4536,184,293,4056.44,6459.44
"48113011401","Highland Hills",4897,303,332,6187.46,6779.66
"48113011500","South Dallas",2496,134,204,5368.59,8173.08
"48113011601","Pleasant Grove",4262,186,270,4364.15,6335.05
"48113011602","Pleasant Grove",6845,47,144,686.633,2103.73
"48113011701","Pleasant Grove",7293,90,192,1234.06,2632.66
"48113011702","Pleasant Grove",5465,100,171,1829.83,3129
"48113011800","Pleasant Grove",9208,158,222,1715.9,2410.95
"48113011900","Pleasant Grove",9448,109,198,1153.68,2095.68
"48113012000","Bruton Terrace",7511,108,184,1437.89,2449.74
"48113012100","Riverway Estates",5793,147,257,2537.55,4436.39
"48113012204","Ferguson Road",6127,123,199,2007.51,3247.92
"48113012206","Buckner Terrace",4640,116,200,2500,4310.34
"48113012207","Everglade Park",7971,250,250,3136.37,3136.37
"48113012208","Forest Hills",2951,194,230,6574.04,7793.97
"48113012209","Forest Hills",3301,95,159,2877.92,4816.72
"48113012210","White Rock Hills",3812,185,241,4853.1,6322.14
"48113012211","Ferguson Road",4180,173,230,4138.76,5502.39
"48113012301","Ferguson Road",5329,78,148,1463.69,2777.26
"48113012302","Hillview Terrace",7352,191,244,2597.93,3318.82
"48113012400","White Rock Forest",5377,36,117,669.518,2175.93
"48113012500","Ferguson Road",7652,22,144,287.507,1881.86
"48113012601","Ferguson Road",6504,73,163,1122.39,2506.15
"48113012603","Ferguson Road",2179,27,118,1239.1,5415.33
"48113012604","Ferguson Road",6515,120,188,1841.9,2885.65
"48113012701","Ferguson Road",6937,46,182,663.111,2623.61
"48113012702","Ferguson Road",3403,19,159,558.331,4672.35
"48113012800","Lochwood",7970,63,161,790.464,2020.08
"48113012900","Lake Highlands",4335,48,139,1107.27,3206.46
"48113013004","Lake Highlands",6297,32,79,508.178,1254.57
"48113013005","Lake Highlands",3194,69,105,2160.3,3287.41
"48113013007","Lake Highlands",3138,72,145,2294.46,4620.78
"48113013008","Lake Highlands",3459,85,114,2457.36,3295.75
"48113013009","Lake Highlands",4521,118,156,2610.04,3450.56
"48113013010","Lake Highlands",4824,139,235,2881.43,4871.48
"48113013011","Highland Meadows",4809,172,236,3576.63,4907.47
"48113013101","North Dallas",2560,21,78,820.312,3046.88
"48113013102","North Dallas",1656,27,76,1630.43,4589.37
"48113013104","North Dallas",1007,54,132,5362.46,13108.2
"48113013105","North Dallas",6153,86,160,1397.69,2600.36
"48113013200","North Dallas",6553,110,193,1678.62,2945.22
"48113013300","Preston Hollow",2191,57,124,2601.55,5659.52
"48113013400","Preston Royal",2069,44,76,2126.63,3673.27
"48113013500","Preston Hollow",2371,45,93,1897.93,3922.4
"48113013605","Prestonwood",5312,40,77,753.012,1449.55
"48113013606","Prestonwood",6233,49,134,786.138,2149.85
"48113013607","Spring Creek Village",3676,48,74,1305.77,2013.06
"48113013608","Northwood",2423,86,150,3549.32,6190.67
"48113013609","Northwood Hills",4178,103,117,2465.29,2800.38
"48113013610","Valley View",4391,86,146,1958.55,3324.98
"48113013611","Bent Tree",2333,79,128,3386.2,5486.5
"48113013615","635 & Tollway (North Dallas)",5151,124,216,2407.3,4193.36
"48113013616","Addison",5815,178,180,3061.05,3095.44
"48113013617","Prestonwood",2921,68,154,2327.97,5272.17
"48113013618","Prestonwood",2306,39,109,1691.24,4726.8
"48113013619","Prestonwood",4898,19,96,387.913,1959.98
"48113013620","Prestonwood",4189,189,211,4511.82,5037
"48113013621","Prestonwood",3732,89,179,2384.78,4796.36
"48113013622","Addison",2997,75,180,2502.5,6006.01
"48113013623","635 & Tollway (North Dallas)",6850,71,180,1036.5,2627.74
"48113013624","635 & Tollway (North Dallas)",3273,86,206,2627.56,6293.92
"48113013625","635 & Tollway (North Dallas)",3201,222,251,6935.33,7841.3
"48113013626","North Dallas",3066,199,239,6490.54,7795.17
"48113013711","Farmers Branch",3295,41,90,1244.31,2731.41
"48113013712","Farmers Branch",2367,10,57,422.476,2408.11
"48113013713","Carrollton",1786,134,178,7502.8,9966.41
"48113013714","Carrollton",6589,59,105,895.432,1593.57
"48113013715","Carrollton",2504,28,77,1118.21,3075.08
"48113013716","Carrollton",5042,46,108,912.336,2142.01
"48113013717","Carrollton",2727,58,97,2126.88,3557.02
"48113013718","Carrollton",5317,39,86,733.496,1617.45
"48113013719","Carrollton",3704,50,119,1349.89,3212.74
"48113013720","Carrollton",5780,54,104,934.256,1799.31
"48113013721","Carrollton",6224,19,86,305.27,1381.75
"48113013722","Carrollton",3456,59,138,1707.18,3993.06
"48113013725","Carrollton",4008,71,132,1771.46,3293.41
"48113013726","Addison",3316,37,86,1115.8,2593.49
"48113013727","Addison",3079,103,133,3345.24,4319.58
"48113013803","Farmers Branch",5640,12,62,212.766,1099.29
"48113013804","Farmers Branch",3208,22,96,685.786,2992.52
"48113013805","Addison",3344,148,117,4425.84,3498.8
"48113013806","Farmers Branch",3264,102,190,3125,5821.08
"48113013901","Farmers Branch",3261,76,237,2330.57,7267.71
"48113013902","Farmers Branch",4160,19,74,456.731,1778.85
"48113014001","Farmers Branch",4302,48,157,1115.76,3649.47
"48113014002","Carrollton",103,434,718,421359,697087
"48113014103","Irving (other)",3306,257,189,7773.75,5716.88
"48113014113","Irving (other)",5026,71,124,1412.65,2467.17
"48113014114","Irving (other)",3284,107,126,3258.22,3836.78
"48113014115","Irving (other)",7610,66,81,867.28,1064.39
"48113014116","Irving (other)",4422,161,117,3640.89,2645.86
"48113014119","Coppell",4030,12,26,297.767,645.161
"48113014120","Coppell",5121,10,43,195.274,839.68
"48113014121","Coppell",5042,85,129,1685.84,2558.51
"48113014123","Coppell",6109,39,57,638.402,933.05
"48113014124","Hackberry Creek",4310,75,105,1740.14,2436.19
"48113014126","Coppell",6396,26,54,406.504,844.278
"48113014127","Coppell",8159,18,49,220.615,600.564
"48113014128","Valley Ranch",3554,23,69,647.158,1941.47
"48113014129","Irving (other)",5383,6,56,111.462,1040.31
"48113014130","Irving (other)",4114,50,122,1215.36,2965.48
"48113014131","Valley Ranch",4276,55,118,1286.25,2759.59
"48113014132","Irving (other)",2260,55,103,2433.63,4557.52
"48113014133","Irving (other)",4390,156,136,3553.53,3097.95
"48113014134","Coppell",4046,6,22,148.295,543.747
"48113014135","Coppell",4485,21,35,468.227,780.379
"48113014136","Irving (other)",5753,126,131,2190.16,2277.07
"48113014137","Irving (other)",4179,97,101,2321.13,2416.85
"48113014138","Las Colinas",3732,66,102,1768.49,2733.12
"48113014203","Irving (other)",3461,56,74,1618.03,2138.11
"48113014204","University of Dallas",2057,71,111,3451.63,5396.21
"48113014205","Las Colinas",1534,94,118,6127.77,7692.31
"48113014206","Las Colinas",4345,90,126,2071.35,2899.89
"48113014302","Irving (other)",6697,45,80,671.943,1194.56
"48113014306","Irving (other)",5730,47,78,820.244,1361.26
"48113014307","Irving (other)",4019,49,78,1219.21,1940.78
"48113014308","Irving (other)",4064,77,82,1894.69,2017.72
"48113014309","Thomas Jefferson Park",5182,133,112,2566.58,2161.33
"48113014310","Irving (other)",4505,97,106,2153.16,2352.94
"48113014311","Beltline and Northgate",4841,97,118,2003.72,2437.51
"48113014312","Las Colinas",5604,64,109,1142.04,1945.04
"48113014403","Irving (other)",4279,92,122,2150.04,2851.13
"48113014405","Irving (other)",3408,63,88,1848.59,2582.16
"48113014406","Irving (other)",4149,55,85,1325.62,2048.69
"48113014407","Irving (other)",5034,82,125,1628.92,2483.11
