"NEIGHBORHO","murder_z","burglary_z","robbery_z"
"Uptown",-0.487894573253738,0.53780631437466,-0.215688219307254
"Ferguson Road",0.217363085958309,0.104194615773339,-0.162007180314396
"Whispering Hills",-0.487894573253738,-0.518283248214735,-0.368064904318029
"Munger Place",2.61632486063004,0.158081991994191,-0.594355909144991
"Knox-Henderson",-0.487894573253738,1.57791289903152,-0.0638599287490004
"Canyon Creek",-0.487894573253738,-0.879811141615944,-0.870465698143258
"DeSoto",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Preston Royal",-0.487894573253738,0.0871315523925396,0.661780983599472
"Irving (other)",-0.487894573253738,-0.969431845283699,-0.906191874908763
"Love Field",,,
"635 & Tollway (North Dallas)",-0.0502359924563449,-0.11849482559851,-0.10449608482774
"Rowlett",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Bryan Place/Cityplace",-0.487894573253738,1.12132844608918,0.766289232633527
"Prestonwood West",-0.487894573253738,0.416914065177097,-0.131292331114103
"Westhollow",-0.249197732690594,-0.265636642220117,-0.225828805722449
"Inwood-Northwest",-0.487894573253738,-0.0737115711800774,-0.2678824869659
"Redbird",0.936475807768851,0.949870453107616,1.09489529990576
"Northwood Hills",-0.487894573253738,-0.424993592607411,0.219741735853656
"Hillview Terrace",2.0111965259684,0.0343988690749059,0.751627562507624
"University Park",-0.487894573253738,-0.969431845283699,-0.900306536553208
"LBJ & 75",-0.0656728089445178,-0.170159344806211,-0.202232749642345
"East Plano",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Junius Heights",-0.487894573253738,-0.190992539055584,-0.875573324458129
"Lakewood Heights",-0.487894573253738,0.025279258679466,-0.656136418942425
"Mesquite (other)",-0.487894573253738,-0.965556613792658,-0.90502069676099
"M Streets",-0.487894573253738,0.542513749035767,0.110085405777528
"Urbandale/Parkdale",0.697195731691622,-0.203065226548463,-0.577894588452914
"Arbor Creek",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Beckley/Saner",0.646595772595074,0.179514424053025,0.171818822311383
"Polk Terrace",-0.487894573253738,0.115941920855382,0.471188270052554
"The Village",-0.487894573253738,-0.363300880185409,-0.453067870158193
"Centerville",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Garland (other)",-0.487894573253738,-0.967783521007142,-0.90481566381774
"Central Oak Cliff",-0.219644782827837,-0.027191399109802,1.34642816360411
"Turtle Creek (Oak Lawn)",-0.487894573253738,0.191781633639338,-0.200132804129249
"Devonshire",-0.487894573253738,0.899386786670873,-0.799350285513998
"Addison",-0.487894573253738,-0.79817133186313,-0.75825499049147
"Carrollton",-0.487894573253738,-0.956826802195656,-0.886184385046659
"Mockingbird Station/Greenville Avenue",-0.487894573253738,0.261498839755845,0.833525046297083
"Downtown Dallas",0.63776122895019,4.20626030177548,2.85855715819099
"Lancaster",-0.37756603401358,-0.895885176011184,-0.84086671803666
"Oak Lawn",-0.205057289469776,0.311697857561821,0.69481988291227
"Highland Hills",1.82492460364312,0.58715297173486,0.303612931084506
"Cedar Crest Village",-0.487894573253738,0.863756924854702,-0.0243123459280746
"West Dallas",0.417178079180622,0.0757689010300519,0.037523635789041
"Lake Park Estates",-0.487894573253738,0.222887972591831,-0.396430600039287
"McShann Estates",-0.487894573253738,0.349813333664061,-0.814038110413668
"Kessler Park",-0.487894573253738,-0.231970172994665,0.15166029735748
"Stevens Park",-0.487894573253738,-0.110197513143496,1.81277229521593
"Mountain Creek",-0.487894573253738,-0.0382848294558283,-0.670507004122764
"Grauwyler Park",-0.487894573253738,0.366097333011721,0.107059765473107
"Buckner Terrace",-0.109675093967719,0.462519190684967,0.548720376207355
"White Rock Forest",-0.487894573253738,-0.206763951344496,-0.502458515598243
"Prestonwood",-0.402449079323868,-0.561954098467189,-0.552680897514882
"Rockwall",-0.487894573253738,-0.969431845283699,-0.906401937551299
"White Rock Hills",3.94773174829852,0.850171477457775,0.544745437426713
"Kessler Plaza",-0.487894573253738,-0.136979180814344,0.705137301353532
"Woodridge",-0.487894573253738,0.0325496286343152,0.131308704693701
"Northwest Grand Prairie",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Marsalis Park",1.73146042966323,0.339317311766115,0.533585328312556
"Woodbridge",-0.487894573253738,-0.114303331825349,0.335341891089159
"Sunnyvale",-0.487894573253738,-0.969431845283699,-0.906401937551299
"SE Lake Ray Hubbard",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Everglade Park",1.74504447141976,1.27287615763772,1.86366470880656
"Lochwood",0.00810528512000484,0.192050549762236,0.267562279823316
"Deerpath Park",-0.487894573253738,0.0977664837979604,0.755833582667463
"Glen Oaks",0.812820848470795,0.108855584655387,0.18716063066144
"Valley View",0.405020770959696,-0.0842167398849252,0.276780757642405
"Peak's Addition",0.176334086866827,0.268095151020782,1.12705968921353
"Kidd Springs",-0.487894573253738,1.00516436431504,-0.344018715534402
"Casa View Heights",-0.487894573253738,-0.969431845283699,-0.87964925131118
"Northeast Dallas",-0.487894573253738,-0.116545945941408,0.00557513543344132
"Cockrell Hill",-0.487894573253738,-0.961642718939405,-0.906401937551299
"Countryside",-0.487894573253738,-0.620524761778929,-0.788108060679772
"Southeast Oak Cliff",0.728016743591288,0.529036843747401,0.0958616426896292
"Southwest Richardson",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Breckinridge Park",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Coppell",-0.487894573253738,-0.941460715409898,-0.900266742521346
"Wynnewood North",2.69737648072151,0.0595761258365547,2.31299879925604
"Northwood",-0.487894573253738,0.478801604586097,0.0308919783866785
"Richland Park",-0.487894573253738,-0.945368856349935,-0.854941609195534
"Bent Tree",-0.320538771334401,-0.257152003159764,-0.500352603960373
"Farmers Branch",-0.487894573253738,-0.931605293944453,-0.906401937551299
"Next to Cedar Hill",-0.487894573253738,-0.0665376695486805,0.674938799061212
"Glencoe",1.54533633688812,0.524964075527819,-0.228209256905214
"Lower Greenville & Belmont",-0.487894573253738,0.544672883294173,0.418240640583738
"Vickery Place",1.88005075573143,0.15918582865104,0.535115003582295
"Herndon Park",0.294021515059039,-0.00714806212571105,2.47342769879894
"Twin Oaks",0.098901838077046,-0.0968278084320141,0.600438527548029
"NorthPark",-0.487894573253738,-0.216490238952342,-0.520167571412304
"North Dallas",-0.225407376022227,0.123058502496864,0.0111128728869366
"El Tivoli Place",-0.487894573253738,-0.158418564446423,0.523490645196163
"Midway Hollow",-0.487894573253738,-0.18497363522097,-0.452526126467714
"Forest Hills",-0.487894573253738,0.264384840269341,0.392391084631619
"Bachman",-0.366936959755163,-0.182751266037519,0.48857205796026
"Wilshire Heights",-0.487894573253738,-0.49542049947139,-0.0139005127472311
"Glenn Heights",-0.487894573253738,-0.969431845283699,-0.902205595024523
"Henderson",-0.224133182292061,0.349273184227184,0.804964978794961
"Seagoville",-0.487894573253738,-0.794945862856171,-0.721833086520686
"Hutchins",-0.487894573253738,-0.969431845283699,-0.906401937551299
"Preston Hollow",-0.487894573253738,-0.581484238605404,-0.795287810968239
"Pleasant Grove",0.596267280281819,0.175013097440761,0.316734102151463
"Exeter Wilhurt",-0.487894573253738,0.426773713229564,0.543882664060592
"South Dallas",3.31374721922746,1.22906856262209,1.78190467409931
"Lake Cliff",-0.0888730180082182,0.936856986035583,0.953285970429118
"Bruton Terrace",5.57991268332273,0.679639507206894,0.213697758042349
"Riverway Estates",-0.487894573253738,0.292502246641342,-0.231719098767738
"Elmwood",-0.487894573253738,-0.201012744058526,1.05418820236523
"Greenway Parks/Greenway Crest",-0.487894573253738,-0.569304442003712,0.66886313232488
"Swiss Avenue",0.59297645625338,1.29375551277259,-0.274241397920977
"Western Grand Prairie",-0.487894573253738,-0.969431845283699,-0.906401937551299
