"geoid","geoid2","tract_name","name","total_commute_mins","avg_tract_commute","worker_pop"
"1400000US48113001701","48113001701","Census Tract 17.01, Dallas County, Texas","Downtown Dallas",,,250
"1400000US48113001704","48113001704","Census Tract 17.04, Dallas County, Texas","Uptown",,,1037
"1400000US48113001800","48113001800","Census Tract 18, Dallas County, Texas","Uptown",,,3120
"1400000US48113001900","48113001900","Census Tract 19, Dallas County, Texas","Victory",,,3296
"1400000US48113002702","48113002702","Census Tract 27.02, Dallas County, Texas","South Dallas",,,429
"1400000US48113003101","48113003101","Census Tract 31.01, Dallas County, Texas","Downtown Dallas",,,2283
"1400000US48113003700","48113003700","Census Tract 37, Dallas County, Texas","Wheatley Place and Bertrand",,,928
"1400000US48113003800","48113003800","Census Tract 38, Dallas County, Texas","South Dallas",,,625
"1400000US48113003901","48113003901","Census Tract 39.01, Dallas County, Texas","South Dallas",,,525
"1400000US48113003902","48113003902","Census Tract 39.02, Dallas County, Texas","South Dallas",,,480
"1400000US48113004000","48113004000","Census Tract 40, Dallas County, Texas","South Dallas",,,344
"1400000US48113004100","48113004100","Census Tract 41, Dallas County, Texas","East Oak Cliff",,,322
"1400000US48113005000","48113005000","Census Tract 50, Dallas County, Texas","North Oak Cliff",,,1458
"1400000US48113005400","48113005400","Census Tract 54, Dallas County, Texas","Herndon Park",,,1650
"1400000US48113005700","48113005700","Census Tract 57, Dallas County, Texas","East Oak Cliff",,,1298
"1400000US48113005902","48113005902","Census Tract 59.02, Dallas County, Texas","Marsalis Park",,,1332
"1400000US48113007601","48113007601","Census Tract 76.01, Dallas County, Texas","Preston Hollow",,,797
"1400000US48113007604","48113007604","Census Tract 76.04, Dallas County, Texas","Preston Hollow",,,1297
"1400000US48113007605","48113007605","Census Tract 76.05, Dallas County, Texas","Preston Hollow",,,778
"1400000US48113007700","48113007700","Census Tract 77, Dallas County, Texas","Preston Hollow East",,,1997
"1400000US48113007801","48113007801","Census Tract 78.01, Dallas County, Texas","North Dallas",,,970
"1400000US48113007804","48113007804","Census Tract 78.04, Dallas County, Texas","Lake Highlands",,,2650
"1400000US48113007812","48113007812","Census Tract 78.12, Dallas County, Texas","Lake Highlands",,,1253
"1400000US48113007818","48113007818","Census Tract 78.18, Dallas County, Texas","Vickery Place",,,2610
"1400000US48113007819","48113007819","Census Tract 78.19, Dallas County, Texas","Vickery Place",,,1176
"1400000US48113007821","48113007821","Census Tract 78.21, Dallas County, Texas","Vickery Meadows",,,1585
"1400000US48113007822","48113007822","Census Tract 78.22, Dallas County, Texas","Vickery Place",,,708
"1400000US48113007824","48113007824","Census Tract 78.24, Dallas County, Texas","Lake Highlands",,,887
"1400000US48113007826","48113007826","Census Tract 78.26, Dallas County, Texas","Lake Highlands",,,144
"1400000US48113007906","48113007906","Census Tract 79.06, Dallas County, Texas","North Dallas",,,854
"1400000US48113007910","48113007910","Census Tract 79.10, Dallas County, Texas","The Village",,,2386
"1400000US48113007913","48113007913","Census Tract 79.13, Dallas County, Texas","Mockingbird Station/Greenville Avenue",,,1608
"1400000US48113008100","48113008100","Census Tract 81, Dallas County, Texas","Little Forest Hills",,,3339
"1400000US48113008603","48113008603","Census Tract 86.03, Dallas County, Texas","East Oak Cliff",,,391
"1400000US48113008604","48113008604","Census Tract 86.04, Dallas County, Texas","East Oak Cliff",,,828
"1400000US48113008703","48113008703","Census Tract 87.03, Dallas County, Texas","Exeter Wilhurt",,,896
"1400000US48113008704","48113008704","Census Tract 87.04, Dallas County, Texas","East Oak Cliff",,,1019
"1400000US48113008705","48113008705","Census Tract 87.05, Dallas County, Texas","Highland Hills",,,515
"1400000US48113008801","48113008801","Census Tract 88.01, Dallas County, Texas","Cedar Crest Village",,,790
"1400000US48113009304","48113009304","Census Tract 93.04, Dallas County, Texas","Pleasant Grove",,,1337
"1400000US48113009402","48113009402","Census Tract 94.02, Dallas County, Texas","Midway Hollow",,,1208
"1400000US48113009604","48113009604","Census Tract 96.04, Dallas County, Texas","McShann Estates",,,1949
"1400000US48113009607","48113009607","Census Tract 96.07, Dallas County, Texas","West Dallas",,,1951
"1400000US48113009608","48113009608","Census Tract 96.08, Dallas County, Texas","Westhollow",,,1923
"1400000US48113009609","48113009609","Census Tract 96.09, Dallas County, Texas","Westhollow",,,1363
"1400000US48113009611","48113009611","Census Tract 96.11, Dallas County, Texas","West Dallas",,,1644
"1400000US48113009702","48113009702","Census Tract 97.02, Dallas County, Texas","Walnut Hill",,,1443
"1400000US48113009900","48113009900","Census Tract 99, Dallas County, Texas","Northwest Dallas",,,1293
"1400000US48113010102","48113010102","Census Tract 101.02, Dallas County, Texas","West Dallas",,,1227
"1400000US48113010804","48113010804","Census Tract 108.04, Dallas County, Texas","West Oak Cliff",,,1278
"1400000US48113011002","48113011002","Census Tract 110.02, Dallas County, Texas","Glen Oaks",,,1000
"1400000US48113011103","48113011103","Census Tract 111.03, Dallas County, Texas","Redbird",,,1451
"1400000US48113011105","48113011105","Census Tract 111.05, Dallas County, Texas","Redbird",,,1055
"1400000US48113011300","48113011300","Census Tract 113, Dallas County, Texas","Southeast Oak Cliff",,,1561
"1400000US48113011401","48113011401","Census Tract 114.01, Dallas County, Texas","Highland Hills",,,1271
"1400000US48113011500","48113011500","Census Tract 115, Dallas County, Texas","South Dallas",,,717
"1400000US48113011601","48113011601","Census Tract 116.01, Dallas County, Texas","Pleasant Grove",,,1405
"1400000US48113012211","48113012211","Census Tract 122.11, Dallas County, Texas","Ferguson Road",,,1416
"1400000US48113012604","48113012604","Census Tract 126.04, Dallas County, Texas","Ferguson Road",,,2816
"1400000US48113013004","48113013004","Census Tract 130.04, Dallas County, Texas","Lake Highlands",,,2595
"1400000US48113013005","48113013005","Census Tract 130.05, Dallas County, Texas","Lake Highlands",,,1462
"1400000US48113013101","48113013101","Census Tract 131.01, Dallas County, Texas","North Dallas",,,971
"1400000US48113013104","48113013104","Census Tract 131.04, Dallas County, Texas","North Dallas",,,596
"1400000US48113013200","48113013200","Census Tract 132, Dallas County, Texas","North Dallas",,,3292
"1400000US48113013400","48113013400","Census Tract 134, Dallas County, Texas","Preston Royal",,,849
"1400000US48113013500","48113013500","Census Tract 135, Dallas County, Texas","Preston Hollow",,,1006
"1400000US48113013607","48113013607","Census Tract 136.07, Dallas County, Texas","Spring Creek Village",,,1629
"1400000US48113013608","48113013608","Census Tract 136.08, Dallas County, Texas","Northwood",,,1008
"1400000US48113013611","48113013611","Census Tract 136.11, Dallas County, Texas","Bent Tree",,,1266
"1400000US48113013617","48113013617","Census Tract 136.17, Dallas County, Texas","Prestonwood",,,1439
"1400000US48113013620","48113013620","Census Tract 136.20, Dallas County, Texas","Prestonwood",,,2533
"1400000US48113013625","48113013625","Census Tract 136.25, Dallas County, Texas","635 & Tollway (North Dallas)",,,1889
"1400000US48113013713","48113013713","Census Tract 137.13, Dallas County, Texas","Carrollton",,,734
"1400000US48113013717","48113013717","Census Tract 137.17, Dallas County, Texas","Carrollton",,,1258
"1400000US48113013721","48113013721","Census Tract 137.21, Dallas County, Texas","Carrollton",,,3452
"1400000US48113013726","48113013726","Census Tract 137.26, Dallas County, Texas","Addison",,,1864
"1400000US48113013806","48113013806","Census Tract 138.06, Dallas County, Texas","Farmers Branch",,,2050
"1400000US48113014001","48113014001","Census Tract 140.01, Dallas County, Texas","Farmers Branch",,,1722
"1400000US48113014002","48113014002","Census Tract 140.02, Dallas County, Texas","Carrollton",,,72
"1400000US48113014115","48113014115","Census Tract 141.15, Dallas County, Texas","Irving (other)",,,3658
"1400000US48113014130","48113014130","Census Tract 141.30, Dallas County, Texas","Irving (other)",,,2071
"1400000US48113014136","48113014136","Census Tract 141.36, Dallas County, Texas","Irving (other)",,,3546
"1400000US48113014137","48113014137","Census Tract 141.37, Dallas County, Texas","Irving (other)",,,2493
"1400000US48113014204","48113014204","Census Tract 142.04, Dallas County, Texas","University of Dallas",,,899
"1400000US48113014205","48113014205","Census Tract 142.05, Dallas County, Texas","Las Colinas",,,711
"1400000US48113014311","48113014311","Census Tract 143.11, Dallas County, Texas","Beltline and Northgate",,,2354
"1400000US48113014406","48113014406","Census Tract 144.06, Dallas County, Texas","Irving (other)",,,2085
"1400000US48113014502","48113014502","Census Tract 145.02, Dallas County, Texas","Irving (other)",,,2039
"1400000US48113014601","48113014601","Census Tract 146.01, Dallas County, Texas","Irving (other)",,,832
"1400000US48113014603","48113014603","Census Tract 146.03, Dallas County, Texas","Irving (other)",,,679
"1400000US48113014703","48113014703","Census Tract 147.03, Dallas County, Texas","Irving (other)",,,766
"1400000US48113014902","48113014902","Census Tract 149.02, Dallas County, Texas","Irving (other)",,,1081
"1400000US48113015303","48113015303","Census Tract 153.03, Dallas County, Texas","Northwest Grand Prairie",,,818
"1400000US48113015304","48113015304","Census Tract 153.04, Dallas County, Texas","Northwest Grand Prairie",,,1606
"1400000US48113015403","48113015403","Census Tract 154.03, Dallas County, Texas","Grand Prairie (other)",,,1492
"1400000US48113016511","48113016511","Census Tract 165.11, Dallas County, Texas","Next to Cedar Hill",,,1552
"1400000US48113016701","48113016701","Census Tract 167.01, Dallas County, Texas","Southeast Oak Cliff",,,2126
"1400000US48113018001","48113018001","Census Tract 180.01, Dallas County, Texas","Mesquite (other)",,,2674
"1400000US48113018403","48113018403","Census Tract 184.03, Dallas County, Texas","Garland (other)",,,488
"1400000US48113018506","48113018506","Census Tract 185.06, Dallas County, Texas","Lake Highlands",,,1690
"1400000US48113018802","48113018802","Census Tract 188.02, Dallas County, Texas","Garland (other)",,,497
"1400000US48113019031","48113019031","Census Tract 190.31, Dallas County, Texas","Spring Creek/Big Spring Road",,,3130
"1400000US48113019032","48113019032","Census Tract 190.32, Dallas County, Texas","Garland (other)",,,1787
"1400000US48113019041","48113019041","Census Tract 190.41, Dallas County, Texas","Richland Park",,,1295
"1400000US48113019206","48113019206","Census Tract 192.06, Dallas County, Texas","UT-D area",,,2779
"1400000US48113019213","48113019213","Census Tract 192.13, Dallas County, Texas","LBJ & 75",,,1247
"1400000US48113019302","48113019302","Census Tract 193.02, Dallas County, Texas","University Park",,,1788
"1400000US48113019400","48113019400","Census Tract 194, Dallas County, Texas","University Park",,,1611
"1400000US48113019501","48113019501","Census Tract 195.01, Dallas County, Texas","University Park",,,2465
"1400000US48113019700","48113019700","Census Tract 197, Dallas County, Texas","Highland Park",,,559
"1400000US48113019800","48113019800","Census Tract 198, Dallas County, Texas","Highland Park",,,1736
"1400000US48113020500","48113020500","Census Tract 205, Dallas County, Texas","West Dallas",,,1224
"1400000US48113020600","48113020600","Census Tract 206, Dallas County, Texas","Preston Hollow",,,923
"1400000US48113980000","48113980000","Census Tract 9800, Dallas County, Texas","Irving (other)",,,0
"1400000US48113980100","48113980100","Census Tract 9801, Dallas County, Texas","Love Field",,,0
"1400000US48121020105","48121020105","Census Tract 201.05, Denton County, Texas","Northeast Denton County",,,3199
"1400000US48121020310","48121020310","Census Tract 203.10, Denton County, Texas","Robson Ranch",,,855
"1400000US48121020506","48121020506","Census Tract 205.06, Denton County, Texas","Hartlee Field/Cooper Creek",,,878
"1400000US48121021522","48121021522","Census Tract 215.22, Denton County, Texas","West Frisco",,,746
"1400000US48121021524","48121021524","Census Tract 215.24, Denton County, Texas","Heritage Lakes",,,791
"1400000US48121021611","48121021611","Census Tract 216.11, Denton County, Texas","Carrollton",,,2291
"1400000US48121021615","48121021615","Census Tract 216.15, Denton County, Texas","Carrollton",,,2224
"1400000US48121021619","48121021619","Census Tract 216.19, Denton County, Texas","Old Town Lewisville",,,1440
"1400000US48121021726","48121021726","Census Tract 217.26, Denton County, Texas","Flower Mound",,,1705
"1400000US48121021734","48121021734","Census Tract 217.34, Denton County, Texas","Lewisville Central Park",,,1573
"1400000US48121021736","48121021736","Census Tract 217.36, Denton County, Texas","Vista Ridge",,,1557
"1400000US48121021739","48121021739","Census Tract 217.39, Denton County, Texas","Vista Ridge",,,2028
"1400000US48121021743","48121021743","Census Tract 217.43, Denton County, Texas","Westwood",,,1694
"1400000US48121021744","48121021744","Census Tract 217.44, Denton County, Texas","Westlake Park",,,1527
"1400000US48439110600","48439110600","Census Tract 1106, Tarrant County, Texas","Westworth Village",,,1142
"1400000US48439111010","48439111010","Census Tract 1110.10, Tarrant County, Texas","Southwest Fort Worth",,,1192
"1400000US48439111015","48439111015","Census Tract 1110.15, Tarrant County, Texas","Crowley",,,1153
"1400000US48439111018","48439111018","Census Tract 1110.18, Tarrant County, Texas","Crowley",,,955
"1400000US48439111103","48439111103","Census Tract 1111.03, Tarrant County, Texas","Forest Hill",,,1608
"1400000US48439111408","48439111408","Census Tract 1114.08, Tarrant County, Texas","Southwest Arlington",,,1419
"1400000US48439111523","48439111523","Census Tract 1115.23, Tarrant County, Texas","East Arlington",,,3628
"1400000US48439113107","48439113107","Census Tract 1131.07, Tarrant County, Texas","North Arlington",,,1064
"1400000US48439113109","48439113109","Census Tract 1131.09, Tarrant County, Texas","Entertainment District",,,2020
"1400000US48439113112","48439113112","Census Tract 1131.12, Tarrant County, Texas","North Arlington",,,1229
"1400000US48439113113","48439113113","Census Tract 1131.13, Tarrant County, Texas","Western Grand Prairie",,,2850
"1400000US48439113115","48439113115","Census Tract 1131.15, Tarrant County, Texas","North Arlington",,,1942
"1400000US48439113116","48439113116","Census Tract 1131.16, Tarrant County, Texas","North Arlington",,,2654
"1400000US48439113408","48439113408","Census Tract 1134.08, Tarrant County, Texas","Hurst",,,2413
"1400000US48439113705","48439113705","Census Tract 1137.05, Tarrant County, Texas","Grapevine",,,2669
"1400000US48439114205","48439114205","Census Tract 1142.05, Tarrant County, Texas","Azle",,,1150
"1400000US48439121605","48439121605","Census Tract 1216.05, Tarrant County, Texas","North Arlington",,,1122
"1400000US48439121906","48439121906","Census Tract 1219.06, Tarrant County, Texas","East Arlington",,,1661
"1400000US48439122001","48439122001","Census Tract 1220.01, Tarrant County, Texas","East Arlington",,,1619
"1400000US48439122002","48439122002","Census Tract 1220.02, Tarrant County, Texas","East Arlington",,,1887
"1400000US48439122100","48439122100","Census Tract 1221, Tarrant County, Texas","East Arlington",,,2817
"1400000US48439122700","48439122700","Census Tract 1227, Tarrant County, Texas","Central Arlington",,,1983
"1400000US48439122801","48439122801","Census Tract 1228.01, Tarrant County, Texas","Central Arlington",,,1602
"1400000US48439980000","48439980000","Census Tract 9800, Tarrant County, Texas","Grapevine",,,0
"1400000US48085031315","48085031315","Census Tract 313.15, Collin County, Texas","Murphy",277760,34.5731,8034
"1400000US48113018124","48113018124","Census Tract 181.24, Dallas County, Texas","Rowlett",252430,32.7533,7707
"1400000US48439111547","48439111547","Census Tract 1115.47, Tarrant County, Texas","Southeast Arlington",249275,28.3331,8798
"1400000US48085031405","48085031405","Census Tract 314.05, Collin County, Texas","Allen",243875,29.9233,8150
"1400000US48085030203","48085030203","Census Tract 302.03, Collin County, Texas","Anna",238670,32.699,7299
"1400000US48113016612","48113016612","Census Tract 166.12, Dallas County, Texas","DeSoto",232905,35.1767,6621
"1400000US48439111550","48439111550","Census Tract 1115.50, Tarrant County, Texas","Southeast Arlington",229865,33.3863,6885
"1400000US48113018122","48113018122","Census Tract 181.22, Dallas County, Texas","Sachse",220280,31.6222,6966
"1400000US48085031406","48085031406","Census Tract 314.06, Collin County, Texas","Fairview",216490,28.2698,7658
"1400000US48121020108","48121020108","Census Tract 201.08, Denton County, Texas","Little Elm",215430,33.2402,6481
"1400000US48121021519","48121021519","Census Tract 215.19, Denton County, Texas","The Colony",183265,27.7422,6606
"1400000US48085031100","48085031100","Census Tract 311, Collin County, Texas","Farmersville - Copeville",174830,38.7994,4506
"1400000US48121020113","48121020113","Census Tract 201.13, Denton County, Texas","Little Elm",174065,38.047,4575
"1400000US48121020308","48121020308","Census Tract 203.08, Denton County, Texas","Southwest Denton County",173155,34.7352,4985
"1400000US48113017304","48113017304","Census Tract 173.04, Dallas County, Texas","Mesquite (other)",171505,33.289,5152
"1400000US48397040505","48397040505","Census Tract 405.05, Rockwall County, Texas","McClendon-Chisolm",169150,36.7637,4601
"1400000US48085031309","48085031309","Census Tract 313.09, Collin County, Texas","Wylie",167625,34.8928,4804
"1400000US48085031311","48085031311","Census Tract 313.11, Collin County, Texas","Wylie",164895,34.4105,4792
"1400000US48113016510","48113016510","Census Tract 165.10, Dallas County, Texas","Mountain Creek",162885,31.622,5151
"1400000US48085031313","48085031313","Census Tract 313.13, Collin County, Texas","Parker",161565,31.5495,5121
"1400000US48113017305","48113017305","Census Tract 173.05, Dallas County, Texas","Mesquite (other)",159420,33.6046,4744
"1400000US48085031409","48085031409","Census Tract 314.09, Collin County, Texas","East Plano",153275,27.215,5632
"1400000US48121020202","48121020202","Census Tract 202.02, Denton County, Texas","Krum",148685,31.7093,4689
"1400000US48113016804","48113016804","Census Tract 168.04, Dallas County, Texas","Lancaster",147435,37.156,3968
"1400000US48113017003","48113017003","Census Tract 170.03, Dallas County, Texas","Seagoville",144805,38.853,3727
"1400000US48113016625","48113016625","Census Tract 166.25, Dallas County, Texas","Cedar Hill",144460,30.419,4749
"1400000US48397040402","48397040402","Census Tract 404.02, Rockwall County, Texas","Fate & Royse City",143630,29.7309,4831
"1400000US48397040401","48397040401","Census Tract 404.01, Rockwall County, Texas","Fate & Royse City",143175,35.8655,3992
"1400000US48121020303","48121020303","Census Tract 203.03, Denton County, Texas","Argyle",143165,30.6695,4668
"1400000US48121020309","48121020309","Census Tract 203.09, Denton County, Texas","Justin",139950,34.1591,4097
"1400000US48439113610","48439113610","Census Tract 1136.10, Tarrant County, Texas","Colleyville",137435,28.5135,4820
"1400000US48439113703","48439113703","Census Tract 1137.03, Tarrant County, Texas","Grapevine",136010,21.3718,6364
"1400000US48121020103","48121020103","Census Tract 201.03, Denton County, Texas","Lake Ray Roberts/Aubrey",134960,26.2568,5140
"1400000US48085030305","48085030305","Census Tract 303.05, Collin County, Texas","Celina/Northwest McKinney",134745,31.4018,4291
"1400000US48121021403","48121021403","Census Tract 214.03, Denton County, Texas","Hickory Creek",129650,27.0048,4801
"1400000US48085030523","48085030523","Census Tract 305.23, Collin County, Texas","West McKinney",129105,29.3754,4395
"1400000US48439111539","48439111539","Census Tract 1115.39, Tarrant County, Texas","Western Grand Prairie",129025,28.2269,4571
"1400000US48085030526","48085030526","Census Tract 305.26, Collin County, Texas","Stonebridge Ranch",128810,33.0452,3898
"1400000US48085031410","48085031410","Census Tract 314.10, Collin County, Texas","Allen",128445,26.2884,4886
"1400000US48113016401","48113016401","Census Tract 164.01, Dallas County, Texas","Grand Prairie (other)",127355,27.578,4618
"1400000US48113019204","48113019204","Census Tract 192.04, Dallas County, Texas","Southwest Richardson",126135,24.3881,5172
"1400000US48113017303","48113017303","Census Tract 173.03, Dallas County, Texas","Mesquite (other)",125560,33.9535,3698
"1400000US48085031310","48085031310","Census Tract 313.10, Collin County, Texas","Wylie",125415,27.7099,4526
"1400000US48439111549","48439111549","Census Tract 1115.49, Tarrant County, Texas","Joe Pool Lake",124675,30.1002,4142
"1400000US48121021516","48121021516","Census Tract 215.16, Denton County, Texas","The Colony",123195,38.1527,3229
"1400000US48121021718","48121021718","Census Tract 217.18, Denton County, Texas","Lantana",122855,34.4808,3563
"1400000US48121020114","48121020114","Census Tract 201.14, Denton County, Texas","Little Elm",122680,34.1157,3596
"1400000US48113016703","48113016703","Census Tract 167.03, Dallas County, Texas","Lancaster",121530,31.0184,3918
"1400000US48113018123","48113018123","Census Tract 181.23, Dallas County, Texas","Garland (other)",121475,30.4984,3983
"1400000US48113011900","48113011900","Census Tract 119, Dallas County, Texas","Pleasant Grove",120665,34.3384,3514
"1400000US48439111301","48439111301","Census Tract 1113.01, Tarrant County, Texas","Rendon",120620,28.1166,4290
"1400000US48113018118","48113018118","Census Tract 181.18, Dallas County, Texas","Garland (other)",120150,30.674,3917
"1400000US48085030601","48085030601","Census Tract 306.01, Collin County, Texas","Valley Creek",118295,28.3681,4170
"1400000US48439111532","48439111532","Census Tract 1115.32, Tarrant County, Texas","Southwest Arlington",117855,29.4343,4004
"1400000US48121021515","48121021515","Census Tract 215.15, Denton County, Texas","Hackberry",117235,32.5472,3602
"1400000US48121020307","48121020307","Census Tract 203.07, Denton County, Texas","Farmersville",116950,29.1719,4009
"1400000US48121021525","48121021525","Census Tract 215.25, Denton County, Texas","Westfalls Village",116855,31.3958,3722
"1400000US48085030603","48085030603","Census Tract 306.03, Collin County, Texas","McKinney near Lawson School",116770,32.8559,3554
"1400000US48113007202","48113007202","Census Tract 72.02, Dallas County, Texas","Bachman",116690,26.6233,4383
"1400000US48121021404","48121021404","Census Tract 214.04, Denton County, Texas","Shady Shores",115860,27.8309,4163
"1400000US48085031317","48085031317","Census Tract 313.17, Collin County, Texas","Sachse",115720,30.9495,3739
"1400000US48113018136","48113018136","Census Tract 181.36, Dallas County, Texas","Rowlett",115695,28.8588,4009
"1400000US48439111404","48439111404","Census Tract 1114.04, Tarrant County, Texas","Kennedale",115260,26.4905,4351
"1400000US48113016411","48113016411","Census Tract 164.11, Dallas County, Texas","Grand Prairie (other)",115220,28.3584,4063
"1400000US48085031001","48085031001","Census Tract 310.01, Collin County, Texas","Lowry Crossing",114975,32.897,3495
"1400000US48121021409","48121021409","Census Tract 214.09, Denton County, Texas","Corinth area",113915,31.5292,3613
"1400000US48439114204","48439114204","Census Tract 1142.04, Tarrant County, Texas","Azle",113405,37.9154,2991
"1400000US48113017004","48113017004","Census Tract 170.04, Dallas County, Texas","Pleasant Grove",113395,35.1395,3227
"1400000US48439111548","48439111548","Census Tract 1115.48, Tarrant County, Texas","Western Grand Prairie",113070,28.3241,3992
"1400000US48121021636","48121021636","Census Tract 216.36, Denton County, Texas","Bent Tree",112695,23.6605,4763
"1400000US48439111551","48439111551","Census Tract 1115.51, Tarrant County, Texas","Mansfield",112105,32.3816,3462
"1400000US48439111310","48439111310","Census Tract 1113.10, Tarrant County, Texas","Southeast Arlington",111740,31.0475,3599
"1400000US48113012800","48113012800","Census Tract 128, Dallas County, Texas","Lochwood",110640,27.9323,3961
"1400000US48439110203","48439110203","Census Tract 1102.03, Tarrant County, Texas","Haltom City",110320,25.1585,4385
"1400000US48113016514","48113016514","Census Tract 165.14, Dallas County, Texas","Cedar Hill",109380,30.3496,3604
"1400000US48085030528","48085030528","Census Tract 305.28, Collin County, Texas","McKinney near Walker Elementary",109320,29.324,3728
"1400000US48439111013","48439111013","Census Tract 1110.13, Tarrant County, Texas","Crowley",108220,27.8774,3882
"1400000US48113008400","48113008400","Census Tract 84, Dallas County, Texas","Urbandale/Parkdale",108200,30.6863,3526
"1400000US48439111008","48439111008","Census Tract 1110.08, Tarrant County, Texas","Crowley",108095,30.9108,3497
"1400000US48439113910","48439113910","Census Tract 1139.10, Tarrant County, Texas","Keller",107740,31.1658,3457
"1400000US48121021406","48121021406","Census Tract 214.06, Denton County, Texas","Corinth area",107470,29.18,3683
"1400000US48085031505","48085031505","Census Tract 315.05, Collin County, Texas","Allen",107090,26.3704,4061
"1400000US48121021405","48121021405","Census Tract 214.05, Denton County, Texas","East Denton",106070,24.3336,4359
"1400000US48439111313","48439111313","Census Tract 1113.13, Tarrant County, Texas","Mansfield",105740,33.0231,3202
"1400000US48113017306","48113017306","Census Tract 173.06, Dallas County, Texas","Mesquite (other)",105665,30.3026,3487
"1400000US48121020401","48121020401","Census Tract 204.01, Denton County, Texas","Northwest Denton/East Krum",105560,26.908,3923
"1400000US48439111016","48439111016","Census Tract 1110.16, Tarrant County, Texas","Burleson",105260,23.9663,4392
"1400000US48113010801","48113010801","Census Tract 108.01, Dallas County, Texas","West Oak Cliff",105145,27.8088,3781
"1400000US48085030605","48085030605","Census Tract 306.05, Collin County, Texas","McKinney near Vega Elementary",104875,30.8637,3398
"1400000US48113007201","48113007201","Census Tract 72.01, Dallas County, Texas","Bachman",104670,25.4858,4107
"1400000US48439114104","48439114104","Census Tract 1141.04, Tarrant County, Texas","Pecan Acres",104080,33.1782,3137
"1400000US48113018139","48113018139","Census Tract 181.39, Dallas County, Texas","Rowlett",103905,29.9524,3469
"1400000US48397040102","48397040102","Census Tract 401.02, Rockwall County, Texas","Rowlett",103020,30.7982,3345
"1400000US48113009804","48113009804","Census Tract 98.04, Dallas County, Texas","Bachman",102935,27.0029,3812
"1400000US48113016606","48113016606","Census Tract 166.06, Dallas County, Texas","Duncanville",102695,26.7644,3837
"1400000US48439111542","48439111542","Census Tract 1115.42, Tarrant County, Texas","Southeast Arlington",102660,33.3854,3075
"1400000US48439113808","48439113808","Census Tract 1138.08, Tarrant County, Texas","Watauga",101970,32.157,3171
